link,Unnamed: 1,Status,Verified By,Date,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Feedback
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/IT/تواصل_اليافعين.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/fadi/25_دقيقة_باليوم_تبعد_عن_جسمك_الهموم.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/fadi/حوادث_السير_والتوعية_المرورية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/health_madia/الك_وفيد.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/fadi/المسح_الوطني_لاستخدام_التبغ_بين_البالغين_في_الأردن.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/fadi/مهما_كان_الشكل_الخطر_واحد.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/health_madia/لان_صحتك_بتهمنا.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/health_madia/التطوير_المهني_المستمر.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/health_madia/المطاعيم_أمانهم0001.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/fadi/المراكز_المعتمدة_العاملة_حاليا_لتقديم_خدمات_الإقلاع_عن_التدخين_وعلاج_الادمان_على_التبغ.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_رقم_8_لسنة_2004_(تعليمات_الحالات_الطارئة_لسنة_2004).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_شمول_الأشخاص_ذوي_الإعاقة_بالتأمين_الصحي_المدني_لسنة_2023.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_رقم_9_لسنة_2014_(تعليمات_المعالجة_خارج_المملكة_لسنة_2014).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_لسنة_2008_(تعليمات_تداول_وصرف_المستلزمات_الطبية_في_المستشفيات_والمراكز_الصحية_التابعة_لوزارة_الصحة_لسنة_2008)_وتعديلاتها.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_لسنة_2009_(تعليمات_دوران_الملف_الطبي_في_مستشفيات_وزارة_الصحة_لسنة_2009).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_رقم_10_لسنة_2007_(تعليمات_شمول_العاملين_في_اي_شركة_او_مؤسسة_بالتأمين_الصحي_المدني_لسنة_2007)_وتعديلاتها.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_صناديق_ادخار_موظفي_الخدمة_المدنية_لسنة_2022-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_رقم_10_لسنة_2007_(تعليمات_شمول_العاملين_في_اي_شركة_او_مؤسسة_بالتأمين_الصحي_المدني_لسنة_2007)_وتعديلاتها-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_رقم_11_لسنة_2007_(تعليمات_معالجة_ابناء_قطاع_غزة_في_مستشفيات_ومراكز_وزارة_الصحة_لسنة_2007)_وتعديلاتها.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_لسنة_2013_(تعليمات_استخدام_الملف_والوصفة_الالكترونية_في_المستشفيات_والمراكز_التابعة_لوزارة_الصحة_لسنة_2013)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/المحاسبة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/المهن_الهندسية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تكنولوجيا_المعلومات.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/المهن_الادارية_المساندة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/التغذية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/المهن_الفنية_غير_الطبية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/مقدمة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/المهن_الانشائية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الاطباء_والمهن_الطبية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/المهن_الادارية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/دراسة_تكلفة_الاجراءات_الجراحية_في_مستشفى_البشير.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/دراسة_تكلفة_الكورونا_في_الأردن_و_ما_بعد_الكورونا_مع_بعض_الحلول.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/دراسة_تكلفة_معالجة_المؤمنين_درجة_ثانية_وثالثة_في_طوارئ_القطاع_الخاص.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/احصائية_لأعداد_المرضى_المحولين_من_المستشفيات_الحكومية_والتكلفة_التقريبية_للعلاج_لهم.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/fadi/نصائح_توعوية_لحجاج_بيت_الله_الحرام.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/دراسة_أثر_حول_الوفر_المالي_المتحقق_من_أنشاء_وحدة_إدارة_الأسرة_الطبية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/دراسة_أثر_حول_إعادة_توزيع_نفقات_القطاع_الصحي_لتخصيص_المزيد_من_الميزانيات.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/دراسة_أثر_حول_الوفر_المالي_المتحقق_خلال_الاعوام_2022-2024.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الصحة_النفسيه_عربي.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/commitee_of_national_integrity/JordanTobaccoControlInvestmentCase.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/نهائي_استراتيجية_المعرفة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/استراتيجية_الاتصال_الداخلي_والخارجي_لوزارة_الصحة_(3).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/nutrition_arabic_final.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/البنك_الدولي.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الخطة_الإستراتيجية_لوزارة_الصحة_للأعوام_2023___2025__النسخة_النهائية_12_03_2023_(1).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/خدمة__صرف_أدوية_إلى_الجهات_الحكومية_(اعارة).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الاستراتيجية_الوطنية_للصحة_المدرسية_2018-2022.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/دليل_امراض_القلب.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الاستراتيجية_الوطنية_لتكيف_القطاع_الصحي_مع_تغير_المناخ_2024-2033_(6).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/سياسة_انجليزي.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/برنامج_الرعاية_المتكاملة_لصحة_حديثي_الولادة_والأطفال_في_مراكز_الرعاية_الصحية_الأولية__(_دليل_القبالة_والتمريض_2023_)_.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/خدمة_اجراء_العمليات_اليومية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/برنامج_الرعاية_المتكاملة_لصحة_حديثي_الولادة_والأطفال_في_مراكز_الرعاية_الصحية_الأولية_(_دليل_الأطباء_2023)_.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الدليل_الارشادي_لعلاج_مرضى_الربو_والانسداد_الرئوي_المزمن_في_الرعاية_الصح....pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/سياسة_عربي.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_نقابة_الصيادلة_رقم_(51)_لسنة_1972_وتعديلاته.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/خدمة_اجراء_العمليات_الجراحية__(العامة_،_التخصصيه_).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_مهنة_القبالة_ورعاية_الأمومة_والطفل_رقم_(7)_لسنة_1959.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الحقيبة_التدريبية_للكشف_المبكر_عن_التأخر_النمائي_لدى_الأطفال-13.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_نقابة_أطباء_الأسنان_رقم_(17)_لسنة_1972_وتعديلاته.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_نقابة_الأطباء_الأردنية_رقم_(13)_لسنة_1972_وتعديلاته.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_مراكزالاصلاح_والتأهيل_رقم_(9)_لسنة_2004_وتعديلاته.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_حماية_البيانات_الشخصية_رقم_(24)_لسنة_2023.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_حماية_البيانات_الشخصية_رقم_(24)_لسنة_2023-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_نقابة_الممرضين_والممرضات_والقابلات_القانونيات_رقم_(18)_لسنة_1972_وتعديلاته.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/قانون_حقوق_الطفل_رقم_(17)_لسنة_2022.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/بروتوكول_حق_الحصول_على_المعلومة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الشروط_الواجب_توفرها_في_ممارسة_حرفة_مصانع_تعبئة_مياه_الشرب_بأنواعها_لسنة_2015.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الشروط_الصحية_الواجب_توفرها_في_ممارسة_حرفة_المحطات_الخاصة_بمياه_الشر_المحلاه_لسنة_2015.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الشروط_الواجب_توفرها_في_مصانع_ومعامل_ومراكز_بيع_الثلج_لسنة_2015.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/دليل_الأمراض_المزمنة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مراكز_الطب_الطبيعي_و_التأهيل_(1).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مراكز_السمعيات.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مراكز_العناية_بالبشرة_و_ازالة_الشعر.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مراكز_أطراف_صناعية_وجبائر.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/Announcement/رسائل_توعوية_مدونة_وزارة_الصحة_(1).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مختبر_طبي_خاص_(1).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/طب_عام_جمعيات.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/عيادة_أسنان.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/عيادة_عامة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/خدمات_الرعايه_الصحية_المنزليه.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مراكز_استشارات_غذائية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/طب_إختصاص_جمعيات.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/عيادة_متنقلة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مختبر_طبي_تابع_لجمعية_خيرية.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/مراكز_التدليك_و_المساج.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/صيدلة_خاصة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/طب_إختصاص.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/طب_عام.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/بلاغ_موازنة_2026.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/EBV4.0/Root_Storage/AR/license_announcemment/صيدلة_عامة.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/موازنة_2023.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/بلاغ_الموازنة_2023.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/تعليمات_بلاغ_الموازنة_2026.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/بلاغ_تنفيذ_موازنة_2024.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/موازنة_عام_2024.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/موازنة_وزارة_الصحة_لعام_2025.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/بلاغ_رسمي_2025_(1).pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/ملحق_بتشريع_رقم_1_لسنة_2013_(ملحق_بتعليمات_استخدام_الملف_والوصفة_الإلكترونية_في_المستشفيات_والمراكز_التابعة_لوزارة_الصحة_لسنة_2013)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/جدول_رقم_4_لسنة_2015_(جدول_الأمراض_المهنية_لسنة_2015)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/ملحق_بتشريع_رقم_2_لسنة_2015_(الأمراض_التي_لا_تحول_دون_التعيين_أو_الابتعاث_لسنة_2015)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/ملحق_بتشريع_رقم_3_لسنة_2015_(نسب_العجز_الجزئي_والكلي_لسنة_2015)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/ملحق_بتشريع_رقم_1_لسنة_2022_(ادارة_العقد_الملحق_بنظام_المشتريات_الحكومية_لسنة_2022)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/ملحق_بتشريع_رقم_2_لسنة_2022_(الرقابة_على_اللوازم_والمستودعات_الملحق_بنظام_المشتريات_الحكومية_لسنة_2022)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/ملحق_بتشريع_رقم_1_لسنة_2015_(الأمراض_التي_تحول_دون_التعيين_أو_الابتعاث_لسنة_2015)-0.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/موازنة_محافظات_2023.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/بلاغ_الموازنة_رقم_16_لسنة_2024.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.moh.gov.jo/ebv4.0/root_storage/ar/eb_list_page/الدليل_الغذائي_للاردنين.pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=F912442DDF0341F98977CCCA3687BF55,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=7200C162BF974D9D9B6369F01906F996,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=60FC24960CA6439DB0D60A539E92E88D,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=521BFD160DCF4C3CBC17FC558668B3CA,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=346F446DC0D24182A64E0088668F431E,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=35DC3E1169E84190B9BE76E2E308EB7D,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=CC73D480EB024885B6E92F78DA91116F,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=4023FE52D6A146C1BE537E782732939D,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=BAD46927787042ACBB05AF977987CB9C,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=3AA49304A1DF4B699B3665D98F15C285,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=51C97DAC193743098258A2CD7EFE5D18,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=F77445905D9A4AB095DEE8004C45DC7A,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fanet.ae/UAEFA/img.ashx?guid=9394AA15E2CA41D5851CFD6D8D63BE31,application/pdf,Rejected,Arun,14-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
