Sector,Query,link,Title,Description,Position,Type,PDF Available (Y/N),Country of Origin,Language,Description / Purpose,Form Title,No. of Pages,PDF size,Status,Verified By,Date,Feedback
tax,"""確定申告書"" filetype:pdf",https://www.pref.mie.lg.jp/common/content/001200765.pdf,中間・確定申告書（第6号様式）記載の手引の誤りについて（令和 7 ...,中間・確定申告書（第6号様式）記載の手引の誤りについて（令和 7 ...三重県https://www.pref.mie.lg.jp › common › content三重県PDF... 確定申告書（第6号様式）記載の手引. 該当法人へ送付した手引 （※R7.4.1 以後に開始する事業年度用）. 15「法人税法の規定によって計算した法人税額①」. 2．令和 7 年 ...,83,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.town.shiga-hino.lg.jp/cmsfiles/contents/0000008/8040/10-11.pdf,の申告は お早めに！ - 日野町,の申告は お早めに！ - 日野町日野町役場https://www.town.shiga-hino.lg.jp › contents日野町役場PDFみ取り、国税庁ホームページの「確定申告書等作成コーナー」をご確認ください。 スマートフォン. による申告は. こちら. 確定申告書. 確定申告書等は、次の方法での提出も ...,84,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.city.chuo.lg.jp/documents/16840/070115_4.pdf,令和6年分 - 確定申告のご案内,令和6年分 - 確定申告のご案内中央区https://www.city.chuo.lg.jp › documents中央区PDF令和 0 1年分の税の確定申告書B. ○所得から差し. 4. 5. 1. 2. 個人事業者の消費税 ... 一括取得し、確定申告書の該当項. 目へ自動入力できます。 詳しくは国税庁HPへ.,86,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.vill.shinto.gunma.jp/manage/contents/upload/61429d98945f4.pdf,所得税の確定申告は 正しくお早めに,所得税の確定申告は 正しくお早めに榛東村https://www.vill.shinto.gunma.jp › upload榛東村PDFための確定申告書を提出する方. は︑自分で記入し︑早めに郵送な. どにより ... ぜひご利用ください。 ○ 所得税や消費税（個人）の確定申告書や青色. 申告決算書 ...,87,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",http://www.city.soja.okayama.jp/data/open/cnt/3/9524/1/koho202102-10.pdf,確定申告 所得税 の 等,確定申告 所得税 の 等総社市ホームページhttp://www.city.soja.okayama.jp › koho202102-10総社市ホームページPDFスマートフォンやパソコンで、国税庁ホームページ. の「確定申告書等作成コーナー」（https://www.keisan. の「確定申告書等作成コーナー」（https://www.keisan. nta ...,88,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.shokoren-toyama.or.jp/kenren/webfile/t1_5f498af870abd903b5b4c9e122650d74.pdf,中小法人等の場合 - 確定申告書別表一の控え（1枚）,中小法人等の場合 - 確定申告書別表一の控え（1枚）shokoren-toyama.or.jphttps://www.shokoren-toyama.or.jp › webfileshokoren-toyama.or.jpPDF対象月の属する月の前事業年度の分を提出してください。 ※少なくとも、確定申告書別表一の控えには収受日付印が押されていること。 □ 確定申告書 ...,89,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.town.oguchi.lg.jp/secure/15206/p18_22.pdf,確定申告は 自宅からスマホで！ - 大口町,"確定申告は 自宅からスマホで！ - 大口町大口町https://www.town.oguchi.lg.jp › secure大口町PDFFeb 25, 2024 — 「確定申告書等作成コーナー」へアクセスし、確定申告書を作成・送信. 2. STEP. チャットボットでの相談. お電話での相談. 1. 画面の案内に沿って入力・ ...",90,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.city.shiki.lg.jp/uploaded/attachment/16874.pdf,市・県民税、所得税の申告はお早めに,市・県民税、所得税の申告はお早めに志木市https://www.city.shiki.lg.jp › attachment志木市PDF確定申告書の作成には、税務署で取得する利用者識別番号（16桁）が必要です. 利用者識別番号を取得していない人は、当日までに取得し、番号がわかる書類をお持ちく.,91,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.town.kikuyo.lg.jp/kiji003634/3_634_6_2440_5731_misc.pdf,確定申告町県民税申告 2月 - 菊陽町,確定申告町県民税申告 2月 - 菊陽町菊陽町https://www.town.kikuyo.lg.jp › kiji003634 › 3_...菊陽町PDF□確定申告書の作成は国税庁のホームページからできます. 国税庁ホームページに掲載している「確定申告書等作成. コーナー」で確定申告書を作成することができます。作成.,93,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.town.kumano.hiroshima.jp/www/contents/1454042073775/html/common/other/56aaedcb004.pdf,税の申告 がはじまります,税の申告 がはじまります熊野町ホームページhttps://www.town.kumano.hiroshima.jp › other熊野町ホームページPDF【 確定申告書の作成は「確定申告書等作成コーナー」が便利です 】. ここが便利！ 1．申告会場に出向く必要なし 2．いつでも利用可能. 3．自動計算可能 4．前年 ...,95,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.town.kadogawa.lg.jp/live/data/73cdcb54bea2b003f1780e32b9472ad3_1.pdf,国税庁ホームページ 申告書,国税庁ホームページ 申告書門川町https://www.town.kadogawa.lg.jp › live › data門川町PDF確定申告書等作成コーナーの. 94%の方が役立つ. と回答. 利用者の感想. 確定申告書等作成コーナーの. スマートフォンはこちらから→. （見本）. ID・パスワード方式に対応した.,96,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""確定申告書"" filetype:pdf",https://www.ishikari-cci.or.jp/wp-content/uploads/2022/02/5b2bdb3e0a36d1114a582d85295c9ee0.pdf,【所得税申告書の入力例】 - 「送信準備」 画面の 「特記事項」欄に,【所得税申告書の入力例】 - 「送信準備」 画面の 「特記事項」欄に石狩商工会議所https://www.ishikari-cci.or.jp › uploads › 2022/02石狩商工会議所PDF○ 確定申告書等作成コーナーを利用して e-Taxで提出する場合の入力方法. 【所得税 ... 国税庁 確定申告書等作成コーナー. III. = メニュ. 5 送信. 送信準備 e-Taxの ...,97,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.nta.go.jp/law/tsutatsu/kobetsu/hojin/010705/pdf/391-2.pdf,年分 退職所得の受給に関する申告書 兼 ...,年分 退職所得の受給に関する申告書 兼 ...国税庁https://www.nta.go.jp › kobetsu › hojin › pdf国税庁PDF日. 税務署長 殿 ／. 市町村長 殿. 年分 退職所得の受給に関する申告書 兼 退職所得申告書. 退. 職. 手. 当. の. 支. 払. 者. の. 所. 在. 地. （ 住 所 ）. 〒. あ. な. た.2 pages,1,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.kentaikyo.taisyokukin.go.jp/download/pdf-yousiki/n_kn_007.pdf,退職所得申告書 - 建設業退職金共済事業本部,退職所得申告書 - 建設業退職金共済事業本部建設業退職金共済事業本部https://www.kentaikyo.taisyokukin.go.jp › n_kn_...建設業退職金共済事業本部PDF退職金請求事由が発生した年の前年以前4年内に退職手当等の支払を受けたことがある。 得の受給に関する申告書」兼「退職所得申告書」を添えて提出して下さい。4 pages,3,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.nagoya-kyosai.jp/images/pdf/taishoku-sinkokusho-ex.pdf,【記入例】「退職所得の受給に関する申告書 兼 退職所得申告 ...,【記入例】「退職所得の受給に関する申告書 兼 退職所得申告 ...nagoya-kyosai.jphttps://www.nagoya-kyosai.jp › images › pdf › tai...nagoya-kyosai.jpPDF... 所得申告書」. 2ヵ所以上から退職金の支払いを受ける方で、共済会よりも先に他からの支払いを受けている場. 合は、所定の「退職一時金・解約一時金請求書」の他、この ...1 page,4,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.matsuyama.ehime.jp/kurashi/tetsuzuki/kokuho/kokuhoryokinn/kokuhossinkoku.files/R6shotokushinkoku-ura.pdf,令和6(2024)年度国民健康保険料所得申告書【うら面】（PDF,令和6(2024)年度国民健康保険料所得申告書【うら面】（PDF松山市ホームページhttps://www.city.matsuyama.ehime.jp › kokuho松山市ホームページPDF○所得申告書の提出が必要かどうかご不明な場合は、健康保険課 国保賦課担当 (089-948-6365-6366-6367) までお問い合わせください。 キリトリ. 所得申告書の提出が必要な方.1 page,5,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.soumu.go.jp/main_content/000191268.pdf,平成 年分 退職所得申告書,平成 年分 退職所得申告書総務省https://www.soumu.go.jp › main_content総務省PDF平成 年分 退職所得申告書. 退. 職. 手. 当. の. 支. 払. 者. の. 所在地. （住所）. 〒. あ. な ... 平成 年分 退職所得申告書. A. このA欄には、すべての人が、記載して ...4 pages,6,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.johas.go.jp/Portals/0/data0/kinrosyashien/pdf/taishokushotokushinkokusho_R402.pdf,「退職所得申告書」欄の記入について,「退職所得申告書」欄の記入について労働者健康安全機構https://www.johas.go.jp › kinrosyashien › pdf › ta...労働者健康安全機構PDF退職所得の受給に関する申告書・退職所得申告書. 年分. 至. 年. 日 ＊1年未満の端数 ... 「退職所得申告書」欄の記入について. 定期賃金のみの未払でも必ず記入して ...2 pages,7,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.smtb.jp/business/pension/pamail/e-news/2021052tenpu2.pdf,退職所得の受給に関する申告書（退職 ...,退職所得の受給に関する申告書（退職 ...三井住友信託銀行https://www.smtb.jp › pension › pamail › e-news三井住友信託銀行PDF退職所得の受給に関する申告書（退職所得申告書）. 申告書のご提出前に、以下の ... 年分 退職所得の受給に関する申告書 兼 退職所得申告書. 税務署長. 市町村長. 殿.4 pages,8,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.asahikawa.hokkaido.jp/kurashi/112/128/004/d081340_d/fil/syotokusinkoku_rei_kai.pdf,所得申告書の記入例,所得申告書の記入例旭川市ホームページhttps://www.city.asahikawa.hokkaido.jp › fil › syo...旭川市ホームページPDF令和 年度（令和 年中）国民健康保険所得申告書. 受付欄. この申告書は、令和 年中の「収入がなかった方」の申告書です。 令和 年中の収入があった方は、税務署に確定 ...1 page,9,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.takatsuki.osaka.jp/uploaded/attachment/28997.pdf,令和 年度 所得申告書,令和 年度 所得申告書高槻市ホームページhttps://www.city.takatsuki.osaka.jp › attachment高槻市ホームページPDF所得申告書. 届出人の住所・氏名・電話番号を記入してください. 保険料は該当年度の前年中の所得に基づき算定しています。所得申告書に必要事項を記入の上、該当年度の ...1 page,10,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.warabi.saitama.jp/_res/projects/default_project/_page_/001/010/846/r6shuunyuu.pdf,所得申告書（ 年）,所得申告書（ 年）蕨市公式ウェブサイトhttps://www.city.warabi.saitama.jp › _res › _page_蕨市公式ウェブサイトPDF国外分. ふりがな. 申告者氏名. 所得金額の算出. 申告者住所. 国. 外. 勤務先名称. 居住期間. 居住先. （国名）. 通貨. 所得申告書（ 年）. 児童氏名. 児童生年月日. 児童 ...,11,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.hirakata.osaka.jp/cmsfiles/contents/0000045/45013/R7syotokusinkokusyo.pdf,令和7年度 国民健康保険料に関する所得申告書(報告書),令和7年度 国民健康保険料に関する所得申告書(報告書)枚方市https://www.city.hirakata.osaka.jp › contents枚方市PDF令和7年度 国民健康保険料に関する所得申告書（報告書）. 枚方市国民健康保険条例第23条の規定により所得（または収入）の申告書（報告書）を提出してください ...2 pages,12,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",http://kosekikin.or.jp/person_in_charge/pdf/02_03_b.pdf,退職所得の受給に関する申告書 兼 退職 ...,退職所得の受給に関する申告書 兼 退職 ...コーセー企業年金基金http://kosekikin.or.jp › person_in_charge › pdfコーセー企業年金基金PDF退職所得の受給に関する申告書 兼 退職所得申告書. ※受給者欄のみご記入ください. 年. 日. 令和. 年分. 契約番号. 80001. 加入者番号. 殿. 個人番号は、コーセーの方は人事 ...2 pages,13,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.chiba.jp/kodomomirai/yojikyoiku/unei/documents/r7_shotokusinnkokusho.pdf,千葉市保育料用所得申告書,千葉市保育料用所得申告書千葉市https://www.city.chiba.jp › unei › documents › r...千葉市PDF千葉市保育料用所得申告書. （あて先）千葉市長. 男・女. 管理番号. 市使用欄（記載不要）. 男・女. 年 月 日. 氏 名. 年 中. 申. 告. 者. 住 所. 氏 名. 住 所. 前 住 所 地.2 pages,14,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.osaka.lg.jp/fukushi/cmsfiles/contents/0000654/654141/03_kaigohokennryounotamenosyotokusinnkokusyo.pdf,年度 介護保険料のための所得申告書,年度 介護保険料のための所得申告書大阪市https://www.city.osaka.lg.jp › cmsfiles › contents大阪市PDF円. 円. 円. 給与収入額. 円. 年度 介護保険料のための所得申告書. 1 あり. 2 なし. 電話番号. 所得の有無. 1 あり. 2 なし. 1 あり. 2 なし. 円. 円. 「6 その他」の.,15,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.fukushi-kumamoto.or.jp/files/libs/4652/202307261419467161.pdf,「退職所得の受給に関する申告書 兼 ... - 熊本県社会福祉協議会,"「退職所得の受給に関する申告書 兼 ... - 熊本県社会福祉協議会fukushi-kumamoto.or.jphttps://www.fukushi-kumamoto.or.jp › files › libsfukushi-kumamoto.or.jpPDFJul 26, 2023 — 「退職届兼給付請求書（退職給付金）」を提出. する際は、「退職所得の受給に関する申告書兼退職所得申告書」のコピーを必ず添付してください。 ・県 ...1 page",16,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.ashiya.lg.jp/josei/documents/syotokusinkokusyo_r7.pdf,令和7年度 芦屋市国民健康保険所得申告書,令和7年度 芦屋市国民健康保険所得申告書芦屋市https://www.city.ashiya.lg.jp › josei › documents芦屋市PDF令和7年度 芦屋市国民健康保険所得申告書. 住所. 芦屋市 町. 年 月 日. □. □. 令和6年1月1日～12月31日. の間の国内でのご収入. （□にレを付けてください。）.,17,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.habikino.lg.jp/material/files/group/30/kansinrei.pdf,年度 国民健康保険料に関する所得申告書 - 羽曳野市,年度 国民健康保険料に関する所得申告書 - 羽曳野市羽曳野市https://www.city.habikino.lg.jp › group › kansinrei羽曳野市PDF年度 国民健康保険料に関する所得申告書. （ 年1月1日から 年12月31日までの所得）. 羽曳野市長 様. 届出日 〇〇年〇〇月〇〇日. 下記のとおり申告します。 世. 帯. 主.,18,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.katori.lg.jp/living/zeikin/zeishinkoku/shinkoku.files/R7juminzeishinkokushokakikata.pdf,令和7年度分 市民税・県民税申告書の書き方 - 香取市,令和7年度分 市民税・県民税申告書の書き方 - 香取市香取市https://www.city.katori.lg.jp › shinkoku.files香取市PDF[収入金額－必要経費－専従者控除＝所得金額]. 配. 当. 株式などの配当、証券投資信託の収益の分配などに係る所得。申告書裏面の「9配当所得に関する事項」欄を使用. して ...,19,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.higashikagawa.jp/material/files/group/7/shotokushinkokusho.pdf,年度 所得申告書,年度 所得申告書東かがわ市ホームページhttps://www.higashikagawa.jp › files › group › s...東かがわ市ホームページPDF年度 所得申告書. ○ 年分の収入等の申告. （ 年1月1日～ 年12月31日）. 源泉徴収票・給与支払証明書等があれば添付してください。 源泉徴収票があれば添付してください ...,20,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.katsuura.lg.jp/uploaded/attachment/5632.pdf,申告書の書き方,申告書の書き方勝浦市ホームページhttps://www.city.katsuura.lg.jp › attachment勝浦市ホームページPDF... 所得（申告書裏面9に内容を記入）. ⑪. 総合譲渡. ・一時. 貴金属、ゴルフ会員権などの資産を譲渡した場合に生ずる所得. 保有期間が5年以内の資産を譲渡したときの所得を ...,21,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.kobe.lg.jp/documents/34397/hp02_shotoku.pdf,1 年金所得（年金所得申告書） 2 給与所得（給与所得申告 ... - 神戸市,1 年金所得（年金所得申告書） 2 給与所得（給与所得申告 ... - 神戸市神戸市https://www.city.kobe.lg.jp › hp02_shotoku神戸市PDF（実収月額・年金所得申告書・給与所得申告書）. 令和 年 月 日. 作成者. 1 年金所得（年金所得申告書）. 年金収入のある世帯員氏名. 添 付 書 類 等. 1月～12月の支給 ...,22,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.kit.ac.jp/wp/wp-content/uploads/2022/07/covid-19_syotokusinkokusyo_form4.pdf,家計急変者の所得申告書,家計急変者の所得申告書京都工芸繊維大学https://www.kit.ac.jp › uploads › 2022/07 › covi...京都工芸繊維大学PDF家計急変者の所得申告書. 申請日：. 年. 月. 日. 学生番号. 氏名. 所属. 課程/専攻 ... 所得申告書」により算出した所得（売上－経費）の金額に. より計算してください。,23,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.fujieda.shizuoka.jp/material/files/group/130/R7sikennminzei_kakikata.pdf,令和7年度 市民税・県民税申告書の書き方,令和7年度 市民税・県民税申告書の書き方藤枝市ホームページhttps://www.city.fujieda.shizuoka.jp › files › group藤枝市ホームページPDF生命保険の年金(個人年金保険)、 互助年金などの上記以外のものによる収入・所得。 (申告書裏面9 「雑所得 (公的年金等以外) に関する. 事項」を使用してください。).,24,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.town.shirahama.wakayama.jp/material/files/group/12/reiwa3kokuhosinnkokusho.pdf,令和 3 年度分 国民健康保険税用 所得申告書,令和 3 年度分 国民健康保険税用 所得申告書白浜町ホームページhttps://www.town.shirahama.wakayama.jp › group白浜町ホームページPDF令和 3 年度分 国民健康保険税用 所得申告書. 白浜町長あて. 年. 月. 日. 令和 年 月 日提出. 1 収 入 金 額 等. 2 所 得 金 額. （赤字のときは0）. 3 扶 養 の 状 況.,25,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.izumiotsu.lg.jp/material/files/group/34/shotokushinkokushor4.pdf,令和 年度 国民健康保険料減免申請に係る所得申告書,令和 年度 国民健康保険料減免申請に係る所得申告書泉大津市https://www.city.izumiotsu.lg.jp › files › group泉大津市PDF令和 年度 国民健康保険料減免申請に係る所得申告書. 泉大津市長 様. 申告者 住所. 氏名. 年 月から 年 月までの見込み所得を下記のとおり申告します。 （1） 給与収入 ...,26,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.minoh.lg.jp/kokuho/kokuho/documents/mihon.pdf,書き方見本 - 箕面市,書き方見本 - 箕面市箕面市https://www.city.minoh.lg.jp › documents › mihon箕面市PDF... 所得申告書. 箕国. ﾌﾘｶﾞﾅ. 氏名. □ 入力確認(. ／. ) 〔. 〕 生年月日. 年. 月. 日生. ①□給与〔収入金額〕. 円／年額. ②. 〔所得金額A－B〕. □営業所得. 円／年額. □不動産所得.,27,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.suzuka.lg.jp/_res/projects/default_project/_page_/001/009/709/szk571.pdf,年度国民健康保険料所得申告書 - 鈴鹿市,年度国民健康保険料所得申告書 - 鈴鹿市鈴鹿市公式ウェブサイトhttps://www.city.suzuka.lg.jp › _page_ › szk571鈴鹿市公式ウェブサイトPDF年度国民健康保険料所得申告書. 整理番号. 記号番号. 対象者. 収. 入. が. あ. っ. た. 人. （. 非. 課. 税. 収. 入. を. 除. く. ） 1 給与 （ 年 1 月から 12 月までの ...,28,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.ome.tokyo.jp/uploaded/attachment/74655.pdf,令和 年度国民健康保険税用所得申告書 ※ 収入金額・所得は,令和 年度国民健康保険税用所得申告書 ※ 収入金額・所得は青梅市https://www.city.ome.tokyo.jp › attachment青梅市PDF年度国民健康保険税用所得申告書. ※. 収入金額・所得は、前年1月から12月までの合計額を記入して. ください。 青梅市市民部保険年金課資格賦課係. 前. 住. 所. 現. 住. 所 ...,29,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.hadano.kanagawa.jp/www/contents/1001000002903/simple/r7syotokusinkoku.pdf,年分所得に係る 国民健康保険税所得申告書 令和,年分所得に係る 国民健康保険税所得申告書 令和秦野市役所https://www.city.hadano.kanagawa.jp › simple秦野市役所PDF番 号. 電 話 番 号. 年分所得に係る 国民健康保険税所得申告書. 世 帯. 整. 理. 番. 号. －. 現 住 所. フ リ ガ ナ. 世. 帯. 主. 氏 名 ・ 印. 申 告 の 有 無. 給. 与.,30,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.misato.lg.jp/material/files/group/12/tebikiryoumenn-hidukekeshi.pdf,令和6年度 市民税・県民税申告の手引き - 三郷市,令和6年度 市民税・県民税申告の手引き - 三郷市三郷市https://www.city.misato.lg.jp › files › group › teb...三郷市PDF株式の配当 出の配当、余金の分配などの所得申告書に必要事項を記入し. てください ... 所得申告書裏面10に必要事. を記入してください。) 入金額-必要経費最大50万 ...,32,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.toyonaka.osaka.jp/kurashi/sizei/kojin/sinkoku/sinkokuuketuke.files/R7shihuminzeiannai.pdf,あなたの申告は必要？不要？ 申告フローチャート,あなたの申告は必要？不要？ 申告フローチャート豊中市ホームページhttps://www.city.toyonaka.osaka.jp › sinkoku › s...豊中市ホームページPDF令和6年度 市・府民税申告書をご提出された方（令和7年1月7日時点）. ○ 令和6年度 保険料算定のための所得申告書. 令和7年3月17日（月）. E. C. D. F. F. A. A. A. A. G. E.,35,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.iwakuni.lg.jp/uploaded/attachment/50958.pdf,令和5年度 市県民税の申告について - 岩国市,令和5年度 市県民税の申告について - 岩国市岩国市https://www.city.iwakuni.lg.jp › attachment岩国市PDF所得：申告書オモテの①欄に記載. ・農業所得. 収入：申告書オモテのイ欄に記載. 所得：申告書オモテの②欄に記載. ・不動産所得. 収入：申告書オモテのウ欄に記載. 所得 ...,36,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.akita-shikakokuho.or.jp/files/17kougakuiryouhi_shotokushinkoku.pdf,高額療養費支給に係る所得申告書,高額療養費支給に係る所得申告書秋田県歯科医師国民健康保険組合https://www.akita-shikakokuho.or.jp › files秋田県歯科医師国民健康保険組合PDF秋田県歯科医師国民健康保険組合理事長 殿. 令和 年 月 日. 高額療養費支給に係る所得申告書. 上記の通り、別紙証明書を添えて、令和 年度（令和 年分）の所得を申告します ...,39,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.kit.ac.jp/wp/wp-content/uploads/2022/07/covid-19_syotokusinkokusyo_form12.pdf,自営業者等の所得申告書 × 4,自営業者等の所得申告書 × 4京都工芸繊維大学https://www.kit.ac.jp › uploads › 2022/07 › covi...京都工芸繊維大学PDF自営業者等の所得申告書. 申請日：. 年. 月. 日. 学生番号. 氏名. 所属. 課程/専攻. ○この申告書は、家計急変が生じた者（申請者又は生計維持者）ごとに作成し、提出して ...,41,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.habikino.lg.jp/material/files/group/30/kansin.pdf,年度 国民健康保険料に関する所得申告書 - 羽曳野市,年度 国民健康保険料に関する所得申告書 - 羽曳野市羽曳野市https://www.city.habikino.lg.jp › group › kansin羽曳野市PDF年度 国民健康保険料に関する所得申告書. （ 年1月1日から 年12月31日までの所得）. 羽曳野市長 様. 届出日 年 月 日. 下記のとおり申告します。 世. 帯. 主. 住. 所 ...,43,organic_results,,,,,,,,Accept,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.izumiotsu.lg.jp/material/files/group/34/shotokusinkokushokinyureir07.pdf,"花子 700,000 円 太郎 営業 ※この申告書に加え、収入を証明する ...","花子 700,000 円 太郎 営業 ※この申告書に加え、収入を証明する ...泉大津市https://www.city.izumiotsu.lg.jp › files › group泉大津市PDF... 所得申告書. 泉大津市長 様. 申告者 住所. 氏名. 令和 7 年 4 月から 令和 8 年 ... この所得申告書は昨年の世帯所得が現状どの程度減. 少しているか確認するための ...",49,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.gotemba.lg.jp/kurashi/kanri/assets/uploads/2016/04/mynumber-2.pdf,退職所得申告書の提出 退職所得等の分離課税にかかる納入 ...,退職所得申告書の提出 退職所得等の分離課税にかかる納入 ...御殿場市https://www.city.gotemba.lg.jp › mynumber-2御殿場市PDF退職所得申告書の提出. 退職所得等の分離課税にかかる納入申告書の提出. 居住用財産の譲渡損失の金額の損益通算の特例の適用を受けた者の義務的修正申告等. 居住用財産の ...,50,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.kadoma.osaka.jp/material/files/group/10/shifuminzei_a.pdf,マイナンバー（個人番号又は法人番号）を記載する申告書等の ...,マイナンバー（個人番号又は法人番号）を記載する申告書等の ...門真市https://www.city.kadoma.osaka.jp › shifuminzei_a門真市PDF8. 市町村民税・道府県民税 納入申告書. 平成28年1月1日以後に行われる納入申告に適用 地方税法施行規則第5号の8様式. 9. 退職所得申告書.,51,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.okinawa.okinawa.jp/documents/18155/1.pdf,退職所得に係る市民税・県民税の特別徴収税納入内訳届出書,退職所得に係る市民税・県民税の特別徴収税納入内訳届出書沖縄市役所公式ホームページhttps://www.city.okinawa.okinawa.jp › 1.pdf沖縄市役所公式ホームページPDF氏. 名. 役. 職. 生. 年. 月. 日. 退職所得申告書の提出の. 有無. 住. 所. 沖縄市. 円. 自. 年. 月. 日. 円. 円. 有 ・ 無. 摘要. 勤続. 年 月 日. 住. 所. 沖縄市. 円. 自.,52,organic_results,,,,,,,,Reject,Arun,11-11-2025,
